Date_of_visit,District,Chiefdom,Section,Name_of_community,Date_of_dep,Male_Child,Male_Adult,Total_male,Female_child,Female_adult,Total_female,Grand_total,Chiefs,Youth_leaders,Religious_leaders,Police,Women_leaders,Health_workers,Children,ss_mc,ss_fc,ss_ma,ss_fa,r_mc,r_fc,r_ma,r_fa,d_mc,d_fc,d_ma,d_fa,b_mc,b_fc,b_ma,b_fa,cb_mc,cb_fc,cb_ma,cb_fa
2015-01-10,Bo,Komboya,,Mano,,,,14,,,16.0,30,1.0,1.0,2.0,1.0,0.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Badjia,,Normiyama,,,,17,,,26.0,43,3.0,2.0,2.0,0.0,2.0,0.0,4,0.0,0.0,1,1.0,0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Badjia,,Saaso,,,,11,,,12.0,23,3.0,1.0,2.0,0.0,1.0,0.0,1,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Badjia,,Ngiehun,,,,18,,,20.0,38,4.0,2.0,2.0,0.0,2.0,0.0,5,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Badjia,,Grima,,,,18,,,9.0,27,1.0,1.0,2.0,0.0,1.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Badjia,,Jokibu,,,,12,,,18.0,30,2.0,2.0,2.0,0.0,2.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Badjia,,Ngeiyewoma,,,,20,,,27.0,47,2.0,2.0,2.0,0.0,2.0,1.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Badjia,,Njandama,,,,28,,,30.0,58,2.0,1.0,2.0,0.0,2.0,1.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Badjia,,Ngumahun,,,,24,,,29.0,53,2.0,2.0,2.0,0.0,2.0,1.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2015-01-09,Bo,Badjia,,Jawai,,,,23,,,25.0,48,1.0,2.0,2.0,0.0,2.0,1.0,3,0.0,0.0,1,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Badjia,,Njelehun,,,,10,,,14.0,24,1.0,0.0,1.0,0.0,0.0,0.0,4,1.0,0.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Badjia,,Dambala,,,,12,,,7.0,19,1.0,1.0,1.0,0.0,0.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Badjia,,Njabahun,,,,8,,,12.0,20,1.0,1.0,1.0,0.0,1.0,0.0,2,1.0,0.0,1,0.0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Badjia,,Kpowabu,,,,15,,,11.0,26,3.0,2.0,2.0,0.0,1.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Badjia,,Kebawama,,,,15,,,18.0,33,3.0,1.0,2.0,0.0,2.0,1.0,3,0.0,0.0,0,2.0,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Badjia,,Jullu,,,,11,,,13.0,24,2.0,1.0,2.0,0.0,1.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Badjia,,Pelewahun,,,,16,,,11.0,27,2.0,1.0,2.0,0.0,1.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Badjia,,Pendembu,,,,33,,,30.0,63,2.0,2.0,2.0,0.0,2.0,1.0,3,0.0,1.0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Badjia,,Bumpewo,,,,23,,,17.0,40,3.0,1.0,3.0,0.0,2.0,1.0,3,1.0,0.0,1,0.0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Badjia,,Pujehun,,,,10,,,36.0,46,4.0,2.0,2.0,0.0,2.0,2.0,3,3.0,2.0,0,0.0,3,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Bo,Badjia,,Jellu,,,,15,,,24.0,39,1.0,1.0,1.0,0.0,1.0,,3,2.0,0.0,0,1.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Bo,Badjia,,Kpetema,,,,10,,,12.0,22,0.0,1.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,Bo,Badjia,,Yorlluhun,,,,18,,,10.0,28,2.0,1.0,2.0,0.0,1.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Bo,Badjia,,Baama,,,,14,,,10.0,24,2.0,1.0,2.0,0.0,1.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Bo,Badjia,,Sembehun,,,,11,,,17.0,28,2.0,1.0,1.0,0.0,1.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,Bo,Badjia,,Koindu,,,,10,,,12.0,22,3.0,1.0,2.0,0.0,2.0,0.0,3,1.0,0.0,0,0.0,1,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,Bo,Badjia,,Kojehun,,,,8,,,7.0,15,3.0,1.0,2.0,0.0,1.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Bo,Badjia,,Madina,,,,11,,,14.0,25,2.0,1.0,1.0,0.0,1.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Bo,Badjia,,Kpaku,,,,18,,,15.0,33,2.0,1.0,2.0,0.0,1.0,0.0,3,0.0,0.0,1,0.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,Bo,Badjia,,Faala,,,,21,,,11.0,32,2.0,1.0,2.0,0.0,1.0,0.0,5,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Bo,Badjia,,Kugbahun,,,,24,,,26.0,50,1.0,2.0,2.0,0.0,1.0,1.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,Bo,Bagbe,,Ballie,,,,16,,,14.0,30,2.0,1.0,2.0,0.0,1.0,1.0,3,0.0,0.0,1,1.0,0,0.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Bagbe,,Gbonjema,,,,20,,,18.0,38,2.0,2.0,2.0,0.0,2.0,2.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbe,,Njala Kendima,,,,18,,,12.0,30,2.0,2.0,1.0,0.0,2.0,1.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Bagbe,,Kondu,,,,15,,,10.0,25,2.0,1.0,2.0,0.0,2.0,2.0,5,0.0,0.0,0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Bagbo,,Momajoe,,,,7,,,12.0,19,2.0,1.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbo,,Maniwa,,,,17,,,18.0,35,2.0,1.0,2.0,1.0,1.0,0.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Bagbo,,Folla,,,,32,,,30.0,62,2.0,1.0,3.0,0.0,2.0,1.0,2,0.0,1.0,0,0.0,0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbo,,Mokebay ,,,,14,,,17.0,31,1.0,1.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Bagbo,,Madina,,,,22,,,23.0,45,1.0,1.0,2.0,0.0,2.0,1.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbo,,Mano Yorgbo,,,,16,,,18.0,34,1.0,1.0,1.0,0.0,1.0,0.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbo,,Mondorkor,,,,27,,,20.0,47,2.0,1.0,2.0,0.0,1.0,0.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Bagbo,,Tokpombu,,,,31,,,26.0,57,1.0,1.0,2.0,0.0,1.0,1.0,4,0.0,0.0,0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbo,,Dandabu,,,,18,,,11.0,29,1.0,1.0,1.0,0.0,0.0,1.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbo,,Bum Kaku,,,,22,,,19.0,41,1.0,1.0,1.0,0.0,1.0,0.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Bagbo,,Kenema,,,,11,,,16.0,27,2.0,1.0,1.0,0.0,1.0,1.0,4,0.0,2.0,0,0.0,0,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Bagbo,,Tokpombu 2,,,,35,,,45.0,80,3.0,1.0,2.0,1.0,2.0,1.0,4,1.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Bagbo,,Gbaleh,,,,20,,,21.0,41,2.0,1.0,2.0,0.0,1.0,0.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbo,,Jimmi,,,,20,,,35.0,55,1.0,1.0,1.0,0.0,1.0,0.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbo,,Senehun Ngola,,,,20,,,22.0,42,2.0,1.0,1.0,0.0,,0.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Bagbo,,Mattru,,,,15,,,12.0,27,1.0,1.0,1.0,1.0,0.0,0.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Bagbo,,Bandajuma,,,,20,,,35.0,55,1.0,1.0,1.0,0.0,1.0,0.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbo,,Niagorehun,,,,18,,,14.0,32,1.0,1.0,1.0,0.0,1.0,1.0,5,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbo,,Kpetewoma,,,,18,,,21.0,39,2.0,0.0,1.0,0.0,1.0,0.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Bagbo,,Futa,,,,20,,,17.0,37,2.0,2.0,2.0,1.0,2.0,2.0,4,1.0,0.0,0,0.0,1,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbo,,Ngegboma,,,,12,,,15.0,27,2.0,1.0,2.0,1.0,2.0,1.0,5,2.0,0.0,0,1.0,2,0.0,0.0,1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Bagbo,,Nyandehun,,,,18,,,20.0,38,2.0,2.0,2.0,0.0,1.0,2.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbo,,Baoma,,,,20,,,15.0,35,,2.0,3.0,0.0,1.0,1.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Bagbo,,Senehun Somba,,,,16,,,22.0,38,1.0,1.0,1.0,0.0,1.0,0.0,5,0.0,0.0,1,1.0,0,0.0,1.0,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbo,,Ngolapon,,,,16,,,11.0,27,1.0,1.0,1.0,0.0,1.0,1.0,4,0.0,0.0,1,1.0,0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbo,,Mokoba,,,,18,,,14.0,32,1.0,1.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbo,,Ndeima,,,,16,,,11.0,27,1.0,1.0,1.0,0.0,1.0,1.0,4,0.0,0.0,1,1.0,0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbo,,Bumpewo,,,,18,,,14.0,32,1.0,1.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Bo,Bagbwe,,Sami,,,,17,,,17.0,34,2.0,1.0,2.0,0.0,2.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Bagbwe,,Buma,,,,14,,,10.0,24,2.0,2.0,2.0,0.0,2.0,2.0,5,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbwe,,Kondiama,,,,10,,,8.0,18,2.0,2.0,2.0,0.0,2.0,2.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Bagbwe,,Gbama,,,,15,,,11.0,26,2.0,2.0,2.0,0.0,2.0,2.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbwe,,Benduma,,,,25,,,15.0,40,2.0,2.0,2.0,0.0,2.0,2.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbwe,,Niahun,,,,44,,,30.0,74,5.0,2.0,2.0,3.0,1.0,3.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Bagbwe,,Kpetema,,,,26,,,31.0,57,2.0,2.0,2.0,1.0,1.0,3.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbwe,,Pelewahun,,,,42,,,21.0,63,3.0,2.0,2.0,3.0,1.0,3.0,3,1.0,0.0,0,0.0,1,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,Bo,Bagbwe,,Mendewa,,,,38,,,20.0,58,2.0,2.0,2.0,2.0,1.0,3.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Bagbwe,,Kpakuma,,,,32,,,26.0,58,5.0,4.0,3.0,0.0,2.0,2.0,3,0.0,1.0,0,1.0,0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Bagbwe,,Vengema,,,,32,,,20.0,52,4.0,3.0,3.0,0.0,1.0,1.0,3,1.0,0.0,1,0.0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbwe,,Barma,,,,26,,,40.0,66,5.0,2.0,2.0,0.0,2.0,2.0,3,0.0,0.0,2,0.0,0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Bo,Bagbwe,,Ngalu,,,,40,,,20.0,60,4.0,2.0,2.0,0.0,2.0,2.0,3,0.0,0.0,1,0.0,0,0.0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Bagbwe,,Ngalu New Town,,,,10,,,17.0,27,2.0,1.0,2.0,0.0,2.0,2.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Bagbwe,,Gibina,,,,14,,,8.0,22,2.0,2.0,2.0,0.0,2.0,1.0,5,0.0,0.0,0,2.0,0,0.0,0.0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Bagbwe,,Blama,,,,12,,,10.0,22,3.0,2.0,2.0,0.0,2.0,0.0,3,1.0,0.0,0,1.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Bo,Bagbwe,,Palima,,,,26,,,30.0,56,2.0,2.0,2.0,0.0,1.0,1.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-16,Bo,Bagbwe,,Konjogiehun,,,,24,,,27.0,51,1.0,2.0,2.0,0.0,1.0,1.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,Bo,Bagbwe,,Kpetema,,,,30,,,25.0,55,4.0,2.0,2.0,0.0,2.0,1.0,2,0.0,1.0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Bo,Bagbwe,,Konjondoma,,,,40,,,36.0,76,4.0,2.0,3.0,0.0,2.0,2.0,2,0.0,0.0,0,1.0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Bo,Bagbwe,,Yangabu,,,,18,,,12.0,30,1.0,1.0,0.0,0.0,1.0,0.0,2,1.0,0.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,Bo,Bagbwe,,Lowuma,,,,9,,,7.0,16,2.0,1.0,1.0,0.0,1.0,0.0,2,0.0,1.0,0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Bo,Bagbwe,,Langulama,,,,25,,,12.0,37,2.0,2.0,2.0,2.0,1.0,2.0,5,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Bo,Bagbwe,,Bangabu,,,,18,,,12.0,30,1.0,1.0,1.0,0.0,1.0,0.0,2,2.0,1.0,1,1.0,2,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,Bo,Bagbwe,,Walihun,,,,11,,,7.0,18,1.0,1.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,Bo,Bagbwe,,Kpawula,,,,18,,,8.0,26,2.0,1.0,2.0,0.0,1.0,0.0,3,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,Bo,Bagbwe,,Kpetewoma,,,,14,,,26.0,40,2.0,1.0,2.0,0.0,1.0,1.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,Bo,Bagbwe,,Kpatou,,,,32,,,18.0,50,2.0,1.0,2.0,0.0,2.0,1.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Bo,Bagbwe,,Foindo,,,,19,,,20.0,39,2.0,1.0,2.0,0.0,1.0,2.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,Bo,Bagbwe,,Yawei,,,,10,,,19.0,29,2.0,1.0,2.0,0.0,1.0,1.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Bo,Bagbwe,,Kpawula,,,,23,,,8.0,31,2.0,1.0,2.0,0.0,1.0,1.0,2,1.0,2.0,0,1.0,1,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,Bo,Bagbwe,,Bijia,,,,19,,,18.0,37,2.0,1.0,1.0,0.0,2.0,1.0,2,2.0,1.0,0,0.0,2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Bo,Bagbwe,,Yengema,,,,19,,,16.0,35,2.0,2.0,2.0,0.0,2.0,2.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Bo,Bagbwe,,Mokpendeh,,,,13,,,11.0,24,2.0,2.0,2.0,0.0,2.0,2.0,4,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,Bo,Baoma,,Kponima,,,,18,,,16.0,34,2.0,1.0,2.0,0.0,1.0,1.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Bo,Baoma,,Jombohun,,,,8,,,10.0,18,2.0,0.0,1.0,0.0,0.0,1.0,3,3.0,1.0,0,0.0,3,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Bo,Baoma,,Gbahun,,,,20,,,18.0,38,1.0,1.0,1.0,0.0,1.0,0.0,2,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
