Date_of_visit,District,Chiefdom,Section,Name_of_community,Date_of_dep,Male_Child,Male_Adult,Total_male,Female_child,Female_adult,Total_female,Grand_total,Chiefs,Youth_leaders,Religious_leaders,Police,Women_leaders,Health_workers,Children,ss_mc,ss_fc,ss_ma,ss_fa,r_mc,r_fc,r_ma,r_fa,d_mc,d_fc,d_ma,d_fa,b_mc,b_fc,b_ma,b_fa,cb_mc,cb_fc,cb_ma,cb_fa
2015-05-20,Kailahun,Jawie ,Sowa,Sejula,2015-05-20,22.0,45.0,67,13.0,29.0,42.0,109,4.0,3.0,4.0,1.0,3.0,3.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-29,Kailahun,Jawie ,Sei One,Tonohun,2015-05-29,27.0,40.0,67,18.0,32.0,50.0,117,4.0,4.0,5.0,1.0,3.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-21,Kailahun,Jawie ,Gbondu ,Feigeh,2015-05-21,28.0,36.0,64,24.0,17.0,41.0,105,4.0,5.0,6.0,1.0,5.0,1.0,,0.0,0.0,1,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-28,Kailahun,Jawie ,Gbondu ,Sembema,2015-05-28,36.0,50.0,86,36.0,40.0,76.0,162,4.0,5.0,4.0,1.0,3.0,2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-03,Kailahun,Jawie ,Gbondu ,Sokota,2015-06-03,18.0,62.0,80,52.0,17.0,69.0,149,4.0,6.0,2.0,1.0,3.0,4.0,,0.0,7.0,0,0.0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-25,Kailahun,Jawie ,Gbondu ,Yengema,2015-05-25,22.0,26.0,48,24.0,17.0,41.0,89,2.0,4.0,2.0,4.0,4.0,3.0,,2.0,1.0,0,0.0,2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-22,Kailahun,Jaluahun,Sei One,Gbandiwulo,2015-05-22,32.0,52.0,84,20.0,39.0,59.0,143,4.0,3.0,5.0,1.0,3.0,3.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-20,Kailahun,Jaluahun,Sei One,Peeyeala,2015-05-20,22.0,45.0,67,13.0,29.0,42.0,109,4.0,3.0,4.0,1.0,3.0,3.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-29,Kailahun,Jaluahun,Keymaya,Hajama,2015-05-29,27.0,40.0,67,18.0,32.0,50.0,117,4.0,4.0,5.0,1.0,3.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-21,Kailahun,Jaluahun,Keymaya,Pendembu,2015-05-21,28.0,36.0,64,24.0,17.0,41.0,105,4.0,5.0,6.0,1.0,5.0,1.0,,0.0,0.0,1,0.0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-28,Kailahun,Jaluahun,Gibo,Malehun,2015-05-28,36.0,50.0,86,36.0,40.0,76.0,162,4.0,5.0,4.0,1.0,3.0,2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-03,Kailahun,Jaluahun,Keymaya,Kosiala,2015-06-03,18.0,62.0,80,52.0,17.0,69.0,149,4.0,6.0,2.0,1.0,3.0,4.0,,0.0,7.0,0,0.0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Jaluahun,Keymaya,Yeakador,2015-06-15,28.0,22.0,50,13.0,18.0,31.0,81,4.0,3.0,6.0,1.0,3.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Jaluahun,Keymaya,Sasahun,2015-06-15,22.0,28.0,50,24.0,17.0,41.0,91,3.0,2.0,2.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Jong,Bashaka,Mandu,2015-06-15,40.0,46.0,86,23.0,39.0,62.0,148,4.0,4.0,4.0,3.0,2.0,4.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Jong,Bashaka,Bumpeh ,2015-06-15,28.0,28.0,56,23.0,25.0,48.0,104,3.0,1.0,4.0,4.0,2.0,2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Jong,Bashaka,Gbamusu,2015-06-15,19.0,48.0,67,25.0,17.0,42.0,109,4.0,4.0,2.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Jong,Bashaka,Gbangasie,2015-06-15,22.0,28.0,50,13.0,17.0,30.0,80,2.0,2.0,2.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Imperie,Bapus,Mai,2015-06-15,18.0,28.0,46,27.0,17.0,44.0,90,4.0,4.0,4.0,1.0,4.0,1.0,,2.0,1.0,1,0.0,2,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Imperie,Bapus,Sorkohun,2015-06-15,22.0,28.0,50,24.0,17.0,41.0,91,2.0,2.0,2.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Imperie,Bapus,Kakoi,2015-06-15,25.0,48.0,73,34.0,20.0,54.0,127,4.0,4.0,4.0,1.0,3.0,1.0,,1.0,0.0,1,0.0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Kissitongi,Bendebaga,Kodorma,2015-06-15,20.0,28.0,48,26.0,14.0,40.0,88,4.0,2.0,3.0,1.0,1.0,2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Kissitongi,Bendebaga,Sakawo,2015-06-15,68.0,57.0,125,58.0,40.0,98.0,223,4.0,3.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Kissitongi,Pokorle,Nafadu,2015-06-15,20.0,29.0,49,34.0,20.0,54.0,103,3.0,2.0,2.0,1.0,3.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Kissitongi,Pokorle,Kanelo,2015-06-15,28.0,48.0,76,19.0,24.0,43.0,119,4.0,1.0,4.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Njawahun,Gbo,Magbama,2015-06-15,28.0,20.0,48,13.0,20.0,33.0,81,3.0,5.0,2.0,1.0,5.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Njawahun,Sei Two,Nagbana,2015-06-15,22.0,28.0,50,24.0,17.0,41.0,91,2.0,2.0,1.0,1.0,3.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-15,Kailahun,Njawahun,Sei Two,Fabaina,2015-06-15,28.0,48.0,76,24.0,21.0,45.0,121,3.0,4.0,2.0,1.0,3.0,2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-06,Koinadugu,Kasumko,Kagaka,Kakaima,2015-12-06,22.0,32.0,54,15.0,28.0,43.0,97,4.0,4.0,4.0,1.0,4.0,1.0,,5.0,6.0,1,2.0,5,6.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-06,Koinadugu,Kasumko,Kagaka,Kamasunka,2015-11-06,28.0,52.0,80,18.0,56.0,74.0,154,4.0,4.0,4.0,1.0,3.0,1.0,,4.0,4.0,2,0.0,4,4.0,2.0,0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-10-06,Koinadugu,Kasumko,Kagaka,Kathana,2015-10-06,28.0,64.0,92,25.0,51.0,76.0,168,4.0,4.0,4.0,1.0,4.0,2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-06,Koinadugu,Kasumko,Kagaka,Kasainey,2015-10-06,38.0,48.0,86,44.0,39.0,83.0,169,4.0,9.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-09-06,Koinadugu,D/Sinkunia,Mannah,Mannah1,2015-11-06,28.0,48.0,76,13.0,17.0,30.0,106,4.0,4.0,4.0,1.0,4.0,2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-06,Koinadugu,D/Sinkunia,Mannah,Mannah2,2015-12-06,28.0,22.0,50,32.0,22.0,54.0,104,2.0,4.0,2.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-06,Koinadugu,D/Sinkunia,Mannah,Mannah Affia,2015-10-06,28.0,24.0,52,18.0,25.0,43.0,95,2.0,4.0,2.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-06,Koinadugu,D/Sinkunia,Mannah,Mannah Jadia,2015-11-06,22.0,66.0,88,12.0,50.0,62.0,150,4.0,4.0,4.0,1.0,2.0,1.0,,5.0,6.0,2,3.0,5,4.0,2.0,3,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-06,Koinadugu,Wara Wara,Heremakono,Sokurala,2015-10-06,28.0,39.0,67,19.0,30.0,49.0,116,4.0,4.0,4.0,1.0,4.0,1.0,,2.0,1.0,1,0.0,2,1.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-06,Koinadugu,Wara Wara,Heremakono,Igai,2015-11-06,20.0,32.0,52,28.0,29.0,57.0,109,4.0,4.0,2.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara,Heremakono,Kenema,2015-12-06,19.0,27.0,46,19.0,16.0,35.0,81,4.0,4.0,2.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara,Heremakono,Kayogohey,2015-07-01,28.0,36.0,64,24.0,39.0,63.0,127,4.0,2.0,3.0,1.0,4.0,1.0,,2.0,0.0,1,1.0,2,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara Bafodia,Kadanso,Yogoma Dugu,2015-10-06,22.0,34.0,56,20.0,31.0,51.0,107,2.0,4.0,2.0,1.0,2.0,1.0,,4.0,10.0,0,1.0,4,10.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara Bafodia,Kadanso,Ismaia,2015-11-06,29.0,43.0,72,21.0,29.0,50.0,122,3.0,2.0,2.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara Bafodia,Kadanso,Bible School,2015-12-06,75.0,55.0,130,49.0,54.0,103.0,233,4.0,4.0,4.0,1.0,4.0,1.0,,4.0,1.0,2,3.0,3,1.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,D/Sinkunia,Gbindi,Gbindi1,2015-09-06,28.0,41.0,69,19.0,49.0,68.0,137,3.0,3.0,3.0,1.0,3.0,1.0,,1.0,2.0,1,0.0,1,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,D/Sinkunia,Gbindi,Gbindi2,2015-10-06,28.0,66.0,94,50.0,30.0,80.0,174,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,D/Sinkunia,Gbindi,Gbindi3,2015-11-06,19.0,21.0,40,17.0,22.0,39.0,79,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,D/Sinkunia,Gbindi,Gbindi4,2015-12-06,28.0,71.0,99,25.0,73.0,98.0,197,4.0,5.0,2.0,1.0,5.0,3.0,,8.0,6.0,2,2.0,8,6.0,2.0,2,1.0,0.0,2.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0
2015-07-01,Koinadugu,Sulima,Falaba2,Tambadia,2015-08-06,27.0,19.0,46,22.0,20.0,42.0,88,4.0,4.0,4.0,2.0,4.0,1.0,,3.0,2.0,3,3.0,3,2.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Sulima,Falaba2,Falaba2,2015-08-06,33.0,36.0,69,39.0,41.0,80.0,149,4.0,4.0,4.0,1.0,4.0,1.0,,2.0,0.0,0,1.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Sulima,Falaba2,Suma Frigia,2015-09-06,37.0,41.0,78,16.0,46.0,62.0,140,3.0,4.0,3.0,1.0,3.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Sulima,Falaba2,Falaba2,2015-09-06,22.0,68.0,90,24.0,42.0,66.0,156,3.0,3.0,3.0,1.0,3.0,1.0,,2.0,5.0,4,5.0,2,5.0,4.0,4,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Sulima,Falaba2,Walia,2015-10-06,28.0,30.0,58,31.0,21.0,52.0,110,2.0,4.0,2.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Sulima,Falaba3,Fosiya,2015-10-06,37.0,36.0,73,24.0,17.0,41.0,114,2.0,4.0,2.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Sulima,Falaba4,Kankaya,2015-11-06,37.0,28.0,65,12.0,14.0,26.0,91,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Sulima,Falaba5,Seibalay,2015-11-06,37.0,38.0,75,18.0,39.0,57.0,132,2.0,1.0,3.0,1.0,1.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,W/Wyagala,Yataya,Yataya,2015-11-06,37.0,28.0,65,12.0,14.0,26.0,91,4.0,4.0,4.0,3.0,4.0,2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,W/Wyagala,Yataya,Hamdalia,2015-12-06,22.0,41.0,63,15.0,50.0,65.0,128,3.0,3.0,3.0,1.0,3.0,1.0,,0.0,0.0,1,2.0,0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,W/Wyagala,Yataya,Karankor Sonkurala,2015-07-01,26.0,66.0,92,30.0,59.0,89.0,181,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,W/Wyagala,Yataya,Sonkobalia,2015-07-01,37.0,48.0,85,20.0,16.0,36.0,121,3.0,2.0,3.0,1.0,3.0,1.0,,2.0,1.0,0,0.0,2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Kasunko,Sadugu Wandingo,Yiraia,2015-12-06,30.0,31.0,61,18.0,30.0,48.0,109,4.0,4.0,2.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Kasunko,Sadugu Wandingo,Kamakonta,2015-07-01,18.0,28.0,46,14.0,17.0,31.0,77,2.0,4.0,2.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Kasunko,Sadugu Wandingo,Makamaya,2015-07-01,75.0,51.0,126,60.0,52.0,112.0,238,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Kasunko,Sadugu Wandingo,Sangbanba,2015-07-01,24.0,28.0,52,22.0,68.0,90.0,142,4.0,4.0,2.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara Yagala,Limbo Kabo,Wuria,2015-09-06,65.0,61.0,126,85.0,65.0,150.0,276,4.0,4.0,4.0,2.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara Yagala,Limbo Kabo,Affia,2015-10-06,31.0,29.0,60,34.0,29.0,63.0,123,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara Yagala,Limbo Kabo,Kassie,2015-11-06,18.0,48.0,66,17.0,17.0,34.0,100,4.0,4.0,4.0,1.0,2.0,4.0,,1.0,0.0,0,0.0,1,0.0,0.0,0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara Yagala,Limbo Kabo,Bockarie,2015-12-06,25.0,48.0,73,23.0,15.0,38.0,111,3.0,4.0,2.0,1.0,3.0,2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara Yagala,Yagala,Yagala,2015-05-21,30.0,30.0,60,30.0,30.0,60.0,120,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara Yagala,Yagala,Kafotho,2015-05-22,37.0,28.0,65,12.0,14.0,26.0,91,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara Yagala,Yagala,Kanakaday,2015-07-01,21.0,48.0,69,13.0,15.0,28.0,97,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Wara Wara Yagala,Yagala,Kamadapui,2015-07-01,41.0,36.0,77,60.0,35.0,95.0,172,4.0,3.0,4.0,1.0,4.0,2.0,,2.0,4.0,0,0.0,2,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Kasunko,Kasunko,Kamagbama,2015-07-01,22.0,35.0,57,34.0,30.0,64.0,121,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
2015-07-01,Koinadugu,Kasunko,Kasunko,Madina Kamandie,2015-07-01,37.0,48.0,85,15.0,18.0,33.0,118,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Kasunko,Kasunko,Kabayanday,2015-07-01,22.0,23.0,45,14.0,25.0,39.0,84,2.0,3.0,3.0,2.0,4.0,1.0,,3.0,2.0,2,4.0,3,2.0,2.0,4,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Kasunko,Kasunko,Kawereh,2015-07-01,37.0,48.0,85,24.0,20.0,44.0,129,4.0,4.0,4.0,1.0,4.0,4.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Kasunko,Kayaka,Kaikama,2015-07-01,37.0,48.0,85,16.0,17.0,33.0,118,4.0,4.0,4.0,1.0,4.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Kasunko,Kayaka,Katherna,2015-07-01,37.0,28.0,65,14.0,14.0,28.0,93,4.0,3.0,3.0,1.0,2.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Kasunko,Kayaka,Kamasunkeh,2015-07-01,32.0,28.0,60,27.0,29.0,56.0,116,4.0,6.0,6.0,4.0,4.0,1.0,,2.0,0.0,0,1.0,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Kasunko,Kayaka,Kasainey,2015-07-01,20.0,28.0,48,18.0,17.0,35.0,83,4.0,3.0,4.0,1.0,3.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Neini,Neini,Fankaya,2015-07-01,37.0,41.0,78,24.0,24.0,48.0,126,4.0,4.0,5.0,1.0,5.0,1.0,,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Neini,Neini,Kilala,2015-07-01,22.0,47.0,69,14.0,54.0,68.0,137,4.0,3.0,3.0,1.0,3.0,1.0,,1.0,0.0,2,1.0,1,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Neini,Neini,Yiben,2015-07-01,22.0,25.0,47,12.0,28.0,40.0,87,2.0,4.0,2.0,1.0,2.0,1.0,,4.0,3.0,1,3.0,3,3.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Neini,Neini,Kulayan,2015-07-01,23.0,39.0,62,21.0,37.0,58.0,120,4.0,5.0,4.0,1.0,3.0,3.0,,10.0,5.0,11,15.0,10,5.0,11.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,Koinadugu,Diang,Mandrefeh,Mankonie,2015-07-01,22.0,29.0,51,12.0,19.0,31.0,82,4.0,5.0,4.0,1.0,5.0,4.0,,1.0,2.0,0,0.0,1,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
