Trig_date,District,Chiefdom,Section,Name_of_community,Male_child,Male_Adult,Total_male,Female_child,Female_adult,Total_female,Chiefs,Youth_leaders,Religious_leaders,Police,Women_leaders,Health_workers,Children,ss_mc,ss_fc,ss_ma,ss_fa,r_mc,r_fc,r_ma,r_fa,d_mc,d_fc,d_ma,d_fa,b_mc,b_fc,b_ma,b_fa,cb_mc,cb_fc,cb_ma,cb_fa
2014-12-13,Moyamba,Kori,Forbgo,Bissi,,,15.0,,,14.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Moyamba,Kori,Forbgo,Momenga,,,15.0,,,15.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Moyamba,Fakunya,Tangla,Mor Conteh,,,15.0,,,12.0,3.0,3.0,2.0,0.0,3.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-12,Moyamba,Fakunya,Tangla,Foya,,,30.0,,,20.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
2014-12-13,Moyamba,Fakunya,Tangla,Kortohun,,,15.0,,,20.0,3.0,1.0,3.0,0.0,1.0,3.0,10.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Moyamba,Fakunya,Tangla,Gori,,,45.0,,,35.0,2.0,1.0,2.0,0.0,1.0,1.0,11.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Moyamba,Fakunya,Kpanguglo,Simbec,,,60.0,,,68.0,2.0,1.0,3.0,0.0,2.0,0.0,11.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-12,Moyamba,Fakunya,Kpanguglo,Taha,,,56.0,,,47.0,2.0,2.0,2.0,0.0,2.0,1.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,Moyamba,Fakunya,Kpanguglo,Falaba,,,51.0,,,51.0,2.0,1.0,2.0,0.0,1.0,1.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Moyamba,Fakunya,Kpanguglo,Pelewahun,,,56.0,,,47.0,2.0,2.0,2.0,0.0,2.0,1.0,11.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Moyamba,Kori,Njehun,Banta Madina,,,17.0,,,20.0,2.0,2.0,4.0,0.0,2.0,2.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2014-12-12,Moyamba,Kori,Manjehun,Damba,,,80.0,,,47.0,2.0,2.0,2.0,0.0,2.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,Moyamba,Kori,Manjehun,Morseleh,,,52.0,,,48.0,2.0,2.0,2.0,0.0,2.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Moyamba,Kori,Manjehun,Banda Vanday,,,62.0,,,47.0,2.0,2.0,2.0,0.0,0.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Moyamba,Kori,Mowonga,Kamator,,,30.0,,,50.0,2.0,2.0,2.0,0.0,2.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-12,Moyamba,Kori,Mowonga,Nyorilla,,,35.0,,,38.0,2.0,2.0,2.0,2.0,2.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,Moyamba,Kori,Mowonga,Jayahun,,,65.0,,,50.0,2.0,2.0,2.0,2.0,2.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
2014-12-10,Moyamba,Kori,Mowonga,Faama Gbako,,,50.0,,,70.0,2.0,2.0,4.0,0.0,2.0,0.0,11.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Moyamba,Kori,Yando,Konda,,,20.0,,,35.0,1.0,1.0,1.0,0.0,1.0,1.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-12,Moyamba,Kori,Yando,Kowama,,,23.0,,,33.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,Moyamba,Kori,Yando,Wounde,,,30.0,,,35.0,1.0,1.0,1.0,0.0,,1.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-10,Moyamba,Kori,Yando,Vaama Up Njeila,,,13.0,,,22.0,1.0,1.0,1.0,0.0,1.0,1.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-11,Moyamba,Kori,Yando,Kolehun,,,80.0,,,47.0,3.0,1.0,2.0,0.0,1.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,,0.0
2014-12-12,Moyamba,Kori,Yando,Mokema,,,56.0,,,20.0,1.0,1.0,1.0,0.0,1.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,Moyamba,Kori,Yando,Njala Kpuima,,,24.0,,,36.0,2.0,1.0,4.0,0.0,1.0,0.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-14,Moyamba,Kori,Yando,Kolehun Two,,,12.0,,,14.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-17,Moyamba,Kori,Yaima,Yaima,,,30.0,,,35.0,1.0,1.0,2.0,0.0,2.0,1.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
2014-12-18,Moyamba,Kori,Yaima,Buaya,,,15.0,,,12.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0
