"","Trig_date","District","Chiefdom","Section","Name_of_community","Male_child","Male_Adult","Total_male","Female_child","Female_adult","Total_female","Chiefs","Youth_leaders","Religious_leaders","Police","Women_leaders","Health_workers","Children","ss_mc","ss_fc","ss_ma","ss_fa","r_mc","r_fc","r_ma","r_fa","d_mc","d_fc","d_ma","d_fa","b_mc","b_fc","b_ma","b_fa","cb_mc","cb_fc","cb_ma","cb_fa","dist.soundex","chief.soundex"
"1","1/13/2015","Bombali","MakariGbanti","Masongbo","Fullah Town",39,23,62,49,29,78,2,5,2,0,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B514","M262"
"2","2/3/2015","Bonthe","Yawma","Mbondai","Bum",24,73,97,28,54,82,2,4,3,0,0,4,NA,0,0,0,0,0,0,0,0,1,3,0,2,1,3,0,2,0,0,0,0,"B530","Y500"
"3","2/3/2015","Bonthe","Dema","Tombay","Dema",54,82,136,64,129,193,2,4,3,0,2,4,NA,0,0,0,0,0,0,0,0,2,0,3,1,2,0,2,2,0,0,0,0,"B530","D500"
"4","2/3/2015","","Chepo","Tissana","Dema",34,52,86,25,28,53,2,4,0,1,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B530","C100"
"5","2/3/2015","Bonthe","Kataway","Sangor","Yawbeko",85,46,131,23,42,65,2,3,4,0,0,4,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,"B530","K300"
"6","2/3/2015","Bonthe","Zoker","Levuma","Sorogbeima",65,57,122,29,22,51,2,5,4,2,1,2,NA,0,1,0,0,0,1,0,0,0,1,0,NA,0,1,0,0,0,0,0,0,"B530","Z260"
"7","2/3/2015","Bonthe","Sittia","Moore","Pontayei",85,96,181,66,106,172,3,5,1,0,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","S300"
"8","2/3/2015","Bonthe","Sakrim","Kemoh","Manorhun",19,31,50,22,39,61,3,4,1,0,1,2,NA,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,"B530","S265"
"9","2/3/2015","Bonthe","Sittia","Moore","Pontayei",10,37,47,11,20,31,2,3,4,1,2,1,NA,1,2,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"B530","S300"
"10","2/3/2015","Bonthe","KpandaKema","Ba-Kobotu","Mongere",78,73,151,82,86,168,2,5,1,1,1,1,NA,1,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"B530","K153"
"11","2/3/2015","Bonthe","Gbap","Mawonhe","Salina",66,92,158,60,90,150,2,5,4,0,0,1,NA,3,0,0,0,1,0,0,0,2,3,0,0,2,3,0,0,0,0,0,0,"B530","G110"
"12","2/4/2015","Bonthe","Yawma","Taama-One","Bum",34,52,86,25,28,53,2,4,3,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"B530","Y500"
"13","2/4/2015","Bonthe","Dema","Mangay","Dema",8,35,43,9,21,30,2,0,0,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","D500"
"14","2/4/2015","Bonthe","Chepo","Bachalor","Dema",17,55,72,15,37,52,2,4,3,2,2,4,NA,0,0,0,0,0,0,0,0,1,1,3,1,1,1,3,1,0,0,0,0,"B530","C100"
"15","2/4/2015","Bonthe","Kataway","Gbeahan","Yawbeko",45,38,83,51,44,95,2,3,4,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","K300"
"16","2/4/2015","Bonthe","Zoker","Sembehun","Sorogbeima",34,52,86,25,28,53,2,4,0,1,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B530","Z260"
"17","2/4/2015","Bonthe","Sittia","Moore","Gondama",66,85,151,73,96,169,2,5,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","S300"
"18","2/4/2015","Bonthe","Sakrim","Kemoh","Senehun",4,36,40,2,36,38,2,4,1,1,1,2,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,"B530","S265"
"19","2/5/2015","Bonthe","Kahekay","Moyeveh","Imperi",26,31,57,29,27,56,2,0,0,1,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","K200"
"20","2/5/2015","Bonthe","Dema","Baoma","Dema",26,31,57,29,27,56,2,4,3,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","D500"
"21","2/5/2015","Bonthe","Chepo","Mogbonge","Dema",16,40,56,18,39,57,2,3,3,0,0,4,NA,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,"B530","C100"
"22","2/5/2015","Bonthe","Kataway","Gbembo","Yawbeko",85,96,181,66,106,172,3,5,4,0,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","K300"
"23","2/5/2015","Bonthe","Zoker","Kpanguma","Sorogbeima",17,55,72,15,37,52,2,4,4,2,1,2,NA,0,0,0,0,0,0,0,0,1,1,3,1,1,1,3,1,0,0,0,0,"B530","Z260"
"24","2/5/2015","Bonthe","Sittia","Kamia","Njorporhum",85,46,131,23,42,65,2,3,1,0,0,2,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,"B530","S300"
"25","2/5/2015","Bonthe","Kpaka","Nyangoehun","Taninahun",24,73,97,28,54,82,2,4,1,0,0,2,NA,0,0,0,0,0,0,0,0,1,3,0,2,1,3,0,2,0,0,0,0,"B530","K120"
"26","2/5/2015","Bonthe","Sakrim","Kemoh","Nuyila",26,55,81,15,34,49,2,3,1,1,1,2,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"B530","S265"
"27","2/6/2015","Bonthe","Yawma","Taama-One","Bum",44,50,94,30,33,63,2,3,4,0,0,4,NA,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,"B530","Y500"
"28","2/6/2015","Bonthe","Kahekay","Molatrga","Imperi",65,57,122,29,22,51,2,5,3,2,2,4,NA,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,1,1,0,0,"B530","K200"
"29","2/6/2015","Bonthe","Dema","Tonteh","Dema",65,57,122,29,22,51,2,5,3,2,2,4,NA,0,1,0,0,0,1,0,0,0,1,0,NA,0,1,0,0,0,0,0,0,"B530","D500"
"30","2/6/2015","Bonthe","Chepo","Gambia","Dema",15,24,39,23,4,27,2,3,0,0,0,4,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"B530","C100"
"31","2/6/2015","Bonthe","Kataway","Koyan","Yawbeko",66,85,151,73,96,169,2,5,4,0,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","K300"
"32","2/6/2015","Bonthe","Zoker","Kanela","Sorogbeima",15,24,39,23,4,27,2,3,0,0,0,2,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"B530","Z260"
"33","2/6/2015","Bonthe","Sittia","Kamia","Movandi",45,38,83,51,44,95,2,3,1,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","S300"
"34","2/6/2015","Bonthe","Kpaka","Nyangoehun","Mamboma",0,103,103,0,96,96,2,3,1,0,1,2,NA,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,"B530","K120"
"35","2/6/2015","Bonthe","Sittia","Kamia","Movandi",20,49,69,17,27,44,2,4,1,0,0,2,NA,0,0,0,0,0,0,0,0,1,0,2,1,1,0,2,1,0,0,0,0,"B530","S300"
"36","2/6/2015","Bonthe","Sittia","Moore","Makor",38,49,87,39,41,80,2,4,1,0,0,1,NA,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,"B530","S300"
"37","2/6/2015","Bonthe","KwamebaiKrim","Tun-Tun Sulain","Tee",30,109,139,25,55,80,2,5,1,1,1,1,NA,10,3,9,3,10,3,9,3,2,2,0,0,2,1,0,0,0,1,0,0,"B530","K512"
"38","2/6/2015","Bonthe","KKemoh","Gbongeh","Manoma",46,99,145,44,73,117,2,3,1,2,0,1,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"B530","K500"
"39","2/10/2015","Bonthe","Ndoipeh","Dababa","Sogbini",32,59,91,38,58,96,2,3,4,0,0,4,NA,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1,0,3,0,"B530","N310"
"40","2/10/2015","Bonthe","ManoRiver","Bombohun","Sorogbeima",26,31,57,29,27,56,2,0,0,1,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","M561"
"41","2/10/2015","Bonthe","Bum","Gbondubum","Tongolleh",21,48,69,26,25,51,2,4,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","B500"
"42","2/11/2015","Bonthe","Ndoipeh","Moyandeh","Sogbini",59,83,142,58,5,63,0,0,0,0,0,4,NA,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,"B530","N310"
"43","2/11/2015","Bonthe","Saaba","Boiwuma","Kpaka",24,73,97,28,54,82,2,4,4,0,0,2,NA,0,0,0,0,0,0,0,0,1,3,0,2,1,3,0,2,0,0,0,0,"B530","S100"
"44","2/11/2015","Bonthe","ManoRiver","Kulakor","Sorogbeima",54,82,136,64,129,193,2,4,4,0,1,2,NA,0,0,0,0,0,0,0,0,2,0,3,1,2,0,2,2,0,0,0,0,"B530","M561"
"45","2/12/2015","Bonthe","Saaba","Gelehun","Kpaka",44,50,94,30,33,63,2,3,4,0,0,2,NA,0,0,0,0,0,0,0,0,2,0,2,2,2,0,2,2,0,0,0,0,"B530","S100"
"46","2/12/2015","Bonthe","ManoRiver","Mano Saija","Sorogbeima",8,35,43,9,21,30,2,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","M561"
"47","2/13/2015","Bonthe","Saaba","Kundonwa","Kpaka",34,52,86,25,28,53,2,4,4,1,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"B530","S100"
"48","2/13/2015","Bonthe","ManoRiver","Mano Kpende","Sorogbeima",26,31,57,29,27,56,2,4,4,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B530","M561"
"49","2/3/2015","Kono","Gbense","Bafenfeh","Koakor",57,90,147,37,65,102,2,4,3,2,2,4,NA,5,7,0,9,3,8,1,6,0,4,0,5,0,4,NA,5,0,0,0,0,"K500","G152"
"50","2/3/2015","Kono","Nimikoro","Bafefeh","Kongulakor",18,53,71,22,21,43,2,3,2,0,0,4,NA,0,1,0,4,0,1,0,4,3,3,0,1,3,3,0,1,0,0,0,0,"K500","N526"
"51","2/3/2015","Kono","Kemoh","Manorhun","Sakrim",51,54,105,53,70,123,3,4,4,1,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","K500"
"52","2/3/2015","Kono","Gbomoti","Komende","Sakrim",107,155,262,103,192,295,2,5,4,0,1,2,NA,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,0,1,"K500","G153"
"53","2/3/2015","Kono","Massaquoi","Gondama","Sorogbeima",27,29,56,30,25,55,2,4,4,0,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","M220"
"54","2/3/2015","Kono","Zombo","Fanima","Sorogbeima",52,46,98,56,44,100,2,4,4,2,1,2,NA,5,2,5,2,5,2,4,3,1,0,0,0,1,0,0,0,0,0,0,0,"K500","Z510"
"55","2/3/2015","Kono","Moiwebu","Sinni","Sorogbeima",55,97,152,82,52,134,2,4,4,2,1,2,NA,0,0,0,1,0,0,0,1,3,2,0,0,0,0,0,0,1,1,0,0,"K500","M100"
"56","2/3/2015","Kono","Bapewa","Karlu","Y.k.k",32,42,74,31,31,62,2,4,4,0,0,2,NA,0,0,0,0,0,0,0,0,0,6,0,2,0,6,0,2,0,0,0,0,"K500","B100"
"57","2/3/2015","Kono","Pesseh","Ngombahun","Kpanga Kabondeh",80,111,191,67,128,195,2,5,4,2,0,2,NA,1,5,0,3,1,5,0,3,2,9,2,4,2,9,2,4,0,0,0,0,"K500","P200"
"58","2/4/2015","Kono","Nimikoro","Gbogborafe","Futingaya",15,75,90,6,34,40,2,4,3,0,0,4,NA,0,1,0,1,0,1,0,1,2,3,1,1,2,3,1,1,0,0,0,0,"K500","N526"
"59","2/4/2015","Kono","Nimikoro","Gbogborafe","Futingaya",18,53,71,22,21,43,2,3,2,0,0,4,NA,0,1,0,4,0,1,0,4,3,3,0,1,3,3,0,1,0,0,0,0,"K500","N526"
"60","2/4/2015","Kono","GoramaKono","Selekoma","Gbaima",15,75,90,6,34,40,2,4,3,0,0,4,NA,0,1,0,1,0,1,0,1,2,3,1,1,2,3,1,1,0,0,0,0,"K500","G652"
"61","2/4/2015","Kono","Kemoh","Senehun","Sakrim",13,38,51,25,28,53,2,4,4,1,1,2,NA,0,4,2,1,0,4,2,1,1,6,0,0,1,6,0,0,0,0,0,0,"K500","K500"
"62","2/4/2015","Kono","Gbomoti","Nyandehun","Sakrim",29,63,92,22,42,64,2,3,4,2,1,2,NA,4,3,2,4,4,3,2,3,0,2,0,2,0,2,0,2,0,0,0,0,"K500","G153"
"63","2/4/2015","Kono","Massaquoi","Bevehun","Sorogbeima",9,39,48,12,24,36,2,5,4,2,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","M220"
"64","2/4/2015","Kono","Zombo","Buwuma","Sorogbeima",60,113,173,54,120,174,2,3,4,1,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","Z510"
"65","2/4/2015","Kono","Moiwebu","Seima","Sorogbeima",32,53,85,42,39,81,2,4,4,1,2,2,NA,9,8,15,10,7,8,11,8,4,4,7,4,4,4,5,2,0,0,2,2,"K500","M100"
"66","2/4/2015","Kono","Bapewa","Kpetema","Y.k.k",80,50,130,41,29,70,2,3,4,2,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","B100"
"67","2/4/2015","Kono","Pesseh","Mokenji","Kpanga Kabondeh",75,108,183,64,83,147,2,4,4,2,2,2,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","P200"
"68","2/5/2015","Kono","Nimikoro","Gbogborafe","Kwudu",60,90,150,50,45,95,2,3,3,2,2,4,NA,5,4,7,9,6,3,7,6,8,6,5,8,7,5,2,7,1,1,3,1,"K500","N526"
"69","2/5/2015","Kono","Kemoh","Nuyila","Sakrim",36,49,85,24,40,64,2,4,4,0,2,2,NA,0,0,0,0,0,0,0,0,2,23,3,9,2,23,2,9,0,0,1,0,"K500","K500"
"70","2/5/2015","Kono","Gbomoti","Gawuima","Sakrim",77,76,153,51,59,110,2,3,4,0,2,2,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"K500","G153"
"71","2/5/2015","Kono","Massaquoi","Madina","Sorogbeima",39,73,112,26,71,97,2,3,4,2,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","M220"
"72","2/5/2015","Kono","Zombo","Fanima [2]","Sorogbeima",48,137,185,36,108,144,2,4,4,2,1,2,NA,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"K500","Z510"
"73","2/5/2015","Kono","Massaquoi","Fahbaina","Sorogbeima",24,57,81,10,43,53,3,4,4,1,1,2,NA,0,4,1,2,0,3,1,2,0,2,1,3,0,3,1,2,0,0,0,0,"K500","M220"
"74","2/5/2015","Kono","Bapewa","Manjama","Y.k.k",21,148,169,7,59,66,2,3,4,2,1,2,NA,0,1,0,0,0,1,0,0,4,11,2,8,4,11,2,8,0,0,0,0,"K500","B100"
"75","2/5/2015","Kono","Pesseh","Soso","Kpanga Kabondeh",12,28,40,13,23,36,2,4,4,0,0,2,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","P200"
"76","2/6/2015","Kono","Kemoh","Vengani","Sakrim",27,44,71,22,44,66,2,4,4,0,0,2,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"K500","K500"
"77","2/6/2015","Kono","Gbomoti","Gbomokor","Sakrim",33,39,72,32,45,77,2,4,3,1,1,2,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"K500","G153"
"78","2/6/2015","Kono","Massaquoi","Fairowlo","Sorogbeima",97,36,133,60,61,121,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","M220"
"79","2/6/2015","Kono","Zombo","Tossor","Sorogbeima",33,64,97,31,70,101,2,4,4,2,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","Z510"
"80","2/6/2015","Kono","Moiwebu","Wai","Sorogbeima",51,86,137,40,52,92,2,4,4,0,1,2,NA,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,"K500","M100"
"81","2/6/2015","Kono","Bapewa","Mattru","Y.k.k",31,73,104,20,62,82,2,5,1,1,2,2,NA,7,6,27,32,0,13,0,19,1,0,1,0,1,0,1,0,0,0,0,0,"K500","B100"
"82","2/6/2015","Kono","Pesseh","Sorbeh Grima","Kpanga Kabondeh",44,34,78,39,53,92,2,5,4,0,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","P200"
"83","2/10/2015","Kono","JassandeKeifema","Tokor","Kpaka",37,70,107,38,78,116,2,4,4,1,2,2,NA,1,6,1,3,1,6,1,3,0,2,0,0,0,2,0,0,0,0,0,0,"K500","J253"
"84","2/10/2015","Kono","Nyango","Bonokor","Kpaka",23,40,63,30,48,78,2,4,4,0,2,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","N520"
"85","2/10/2015","Kono","Saaba","Koidu","Kpaka",41,44,85,36,28,64,2,3,4,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","S100"
"86","2/11/2015","Kono","Saaba","Baotihun","Kpaka",68,92,160,60,109,169,2,5,4,0,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","S100"
"87","2/11/2015","Kono","Nyango","Gbemata","Kpaka",27,34,61,35,40,75,2,4,4,0,1,2,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,"K500","N520"
"88","2/12/2015","Kono","Saaba","Sembehun","Kpaka",56,49,105,37,43,80,2,3,4,2,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","S100"
"89","2/12/2015","Kono","Nyango","Semabu","Kpaka",15,24,39,6,16,22,3,3,4,0,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","N520"
"90","2/13/2015","Kono","Saaba","Famgbangoes","Kpaka",20,17,37,20,22,42,2,4,3,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","S100"
"91","2/13/2015","Kono","Ngoleima","Lahun","Kpaka",13,39,52,10,21,31,2,4,4,1,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K500","N245"
"92","2/2/2015","PortLoko","TmSafroko","Konkorie","Masangba",33,42,75,35,33,68,2,4,4,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P634","T521"
"93","2/2/2015","PortLoko","TmSafroko","Kambia","Kambia",36,36,72,53,44,97,2,4,4,0,0,4,NA,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"P634","T521"
"94","2/3/2015","PortLoko","TmSafroko","Maron","Maron",14,28,42,13,20,33,2,4,4,1,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,"P634","T521"
"95","2/3/2015","PortLoko","TmSafroko","Kanikorie","Magbarie",10,22,32,13,19,32,2,1,4,0,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P634","T521"
"96","2/3/2015","PortLoko","TmSafroko","Mafonikay","Rochain",10,25,35,10,15,25,2,4,2,0,0,4,NA,0,0,0,1,0,0,0,0,1,2,0,3,1,2,0,3,0,0,0,0,"P634","T521"
"97","2/3/2015","PortLoko","TmSafroko","Matatie","Matatie ",40,37,77,30,41,71,2,3,2,0,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P634","T521"
"98","2/3/2015","PortLoko","TmSafroko","Bombeh","Magbana",79,55,134,72,82,154,2,4,2,0,0,4,NA,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,1,"P634","T521"
"99","2/3/2015","PortLoko","TmSafroko","Malaykuray","Malaykuray",63,64,127,74,56,130,2,5,3,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P634","T521"
"100","2/4/2015","PortLoko","TmSafroko","Maron","Petifu",9,26,35,9,17,26,2,5,2,0,0,4,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P634","T521"
"101","2/4/2015","PortLoko","TmSafroko","Konkorie","Robum",32,20,52,32,34,66,2,4,2,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P634","T521"
"102","2/4/2015","PortLoko","TmSafroko","Mafonikay","Mahera",57,47,104,57,58,115,2,2,2,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"P634","T521"
"103","2/4/2015","PortLoko","TmSafroko","Robat","Robat",10,24,34,7,24,31,2,4,4,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P634","T521"
"104","2/4/2015","PortLoko","TmSafroko","Bombeh","Kalangba",61,56,117,61,68,129,2,4,3,1,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P634","T521"
"105","2/4/2015","PortLoko","TmSafroko","Malaykuray","Rogbom",74,51,125,70,81,151,2,1,4,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P634","T521"
"106","2/4/2015","PortLoko","Debia","Makump","Makump",17,16,33,13,10,23,2,3,3,2,1,5,NA,2,8,4,6,0,6,1,4,2,9,1,6,2,9,1,6,0,0,0,0,"P634","D100"
"107","2/5/2015","PortLoko","TmSafroko","Maron","Mafarma",27,30,57,32,26,58,2,3,2,0,0,4,NA,0,0,0,2,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,1,"P634","T521"
"108","2/5/2015","PortLoko","TmSafroko","Konkorie","Rogbalor",19,20,39,16,17,33,2,4,2,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P634","T521"
"109","2/5/2015","PortLoko","TmSafroko","Mafonikay","Mafonikay",68,32,100,85,56,141,2,4,2,0,0,4,NA,3,3,3,5,3,3,3,5,1,1,0,2,1,1,0,2,0,0,0,0,"P634","T521"
"110","2/5/2015","PortLoko","TmSafroko","Kalangba","Kalangba",78,61,139,68,64,132,2,4,4,0,2,4,NA,5,1,2,1,5,1,2,1,4,0,0,0,4,0,0,0,0,0,0,0,"P634","T521"
"111","2/5/2015","PortLoko","TmSafroko","Bombeh","Marenka",74,50,124,66,66,132,2,3,3,0,2,5,NA,1,0,0,0,1,0,0,0,0,1,0,3,0,1,0,3,0,0,0,0,"P634","T521"
"112","2/5/2015","PortLoko","TmSafroko","Malaykuray","Madena",12,13,25,13,10,23,2,1,1,0,0,3,NA,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,"P634","T521"
"113","2/5/2015","PortLoko","Debia","Makump","Makallay",66,62,128,59,67,126,2,4,3,0,0,4,NA,1,6,3,6,1,6,3,6,0,5,0,4,0,5,0,4,0,0,0,0,"P634","D100"
"114","2/6/2015","PortLoko","TmSafroko","Maron","Royale",15,18,33,13,16,29,2,4,2,0,0,4,NA,2,4,2,8,2,4,2,8,6,17,0,1,6,17,0,1,0,0,0,0,"P634","T521"
"115","2/6/2015","PortLoko","TmSafroko","Mafonikay","Makele",17,16,33,21,39,60,2,4,4,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P634","T521"
"116","2/6/2015","PortLoko","TmSafroko","Bombeh","Bombeh",2,31,33,1,29,30,2,4,3,0,0,1,NA,0,5,3,1,0,0,3,1,15,33,15,29,15,31,15,29,0,2,0,0,"P634","T521"
"117","2/6/2015","PortLoko","TmSafroko","Malaykuray","Maforay",10,15,25,11,17,28,2,3,4,1,0,5,NA,0,1,0,0,0,1,0,0,1,3,2,4,1,3,2,4,0,0,0,0,"P634","T521"
"118","2/3/2015","Pujehun","ManoRiver","Kojeh","Sorogbeima",22,56,78,24,48,72,2,3,4,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P250","M561"
"119","2/3/2015","Pujehun","Nyangoehun","Sahun","Kpaka",30,49,79,25,51,76,2,4,4,0,2,4,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P250","N525"
"120","2/3/2015","Pujehun","SoroGbema","Mano River","Kojeh",51,95,146,50,80,130,2,4,1,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P250","S621"
"121","2/3/2015","Pujehun","Kpaka","Nyangoehun","Sahun",36,73,109,29,49,78,2,4,1,2,1,2,NA,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,1,1,"P250","K120"
"122","2/4/2015","Pujehun","ManoRiver","Victoria","Sorogbeima",55,62,117,61,94,155,2,3,4,0,0,4,NA,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,1,1,0,0,"P250","M561"
"123","2/4/2015","Pujehun","Nyangoehun","Soso","Kpaka",84,115,199,84,112,196,2,4,4,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P250","N525"
"124","2/4/2015","Pujehun","SoroGbema","Mano River","Victoria",61,88,149,40,73,113,2,3,1,0,2,2,NA,3,4,2,5,1,2,0,4,3,4,2,5,3,4,2,5,0,0,0,0,"P250","S621"
"125","2/4/2015","Pujehun","Kpaka","Nyangoehun","Soso",75,39,114,46,39,85,2,0,2,0,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P250","K120"
"126","2/5/2015","Pujehun","ManoRiver","Baaka","Sorogbeima",51,95,146,50,80,130,2,4,4,0,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"P250","M561"
